x	y	category	mutation_count
19	113	1	6273
19	114	1	11830
19	115	1	6677
19	116	1	9728
19	117	1	11789
19	118	1	10160
19	119	1	9500
19	120	1	7708
19	121	1	7913
19	122	1	11978
19	123	1	7393
19	124	1	11803
19	125	1	7661
19	126	1	13835
19	127	1	9335
19	128	1	7637
19	129	1	7465
19	130	1	11443
19	131	1	10500
19	132	1	9978
19	133	1	12581
19	134	1	12472
19	135	1	10813
19	136	1	9041
19	137	1	10615
19	138	1	6871
19	139	1	12194
19	140	1	11496
19	141	1	6481
19	142	1	8672
19	143	1	7180
19	144	1	9341
19	145	1	6601
19	146	1	12700
19	147	1	12434
19	148	1	10216
19	149	1	5745
19	150	1	9890
19	151	1	11797
19	154	1	11267
19	155	1	10460
20	49	1	9457
20	50	1	8003
20	52	1	9624
20	53	1	9970
20	54	1	10523
20	55	1	7357
20	56	1	9775
20	57	1	9430
20	58	1	8338
20	59	1	8054
20	60	1	9769
20	61	1	9808
20	62	1	8903
20	63	1	8507
20	64	1	9554
20	65	1	10675
20	66	1	7744
20	67	1	11515
20	68	1	9399
20	69	1	12379
20	70	1	11087
20	71	1	10545
20	72	1	8146
20	73	1	6032
20	74	1	10129
20	75	1	7044
20	76	1	8305
20	77	1	9640
20	78	1	8660
20	79	1	11170
20	80	1	4999
20	81	1	7970
20	82	1	13777
20	83	1	11916
20	84	1	5868
20	85	1	7328
20	86	1	10740
20	87	1	8143
20	88	1	10555
20	89	1	9131
20	90	1	8057
20	91	1	9951
20	92	1	7899
20	93	1	9767
20	94	1	8005
20	95	1	9130
20	96	1	8314
20	97	1	9795
20	98	1	9959
20	99	1	10657
20	100	1	11112
20	101	1	10227
20	102	1	7773
20	103	1	7138
20	104	1	7786
20	105	1	12833
20	106	1	8682
20	107	1	9171
20	108	1	8449
20	109	1	8567
20	110	1	10868
20	111	1	11164
20	112	1	9687
20	113	1	11436
20	114	1	10367
20	115	1	11340
20	116	1	8575
20	117	1	11080
20	118	1	7641
20	119	1	8035
20	120	1	10529
20	121	1	6325
20	122	1	8772
20	123	1	9802
20	124	1	10612
20	125	1	12014
20	126	1	6697
20	127	1	12593
20	128	1	5704
20	129	1	8356
20	130	1	8583
20	131	1	13026
20	132	1	10542
20	133	1	6776
20	134	1	8782
20	135	1	8982
20	136	1	10272
20	137	1	8959
20	138	1	11308
20	139	1	7459
20	140	1	11703
20	141	1	8255
20	142	1	9560
20	143	1	7934
20	144	1	11355
20	145	1	7490
20	146	1	11461
20	147	1	8913
20	148	1	9590
20	149	1	8560
20	150	1	10125
20	151	1	8126
20	152	1	9871
20	153	1	12034
20	154	1	8522
20	155	1	7658
20	156	1	10704
20	157	1	7348
21	47	1	7622
21	48	1	7735
21	49	1	8321
21	50	1	6954
21	51	1	9501
21	52	1	7106
21	53	1	8391
21	54	1	11310
21	55	1	10038
21	56	1	9809
21	57	1	9567
21	58	1	9477
21	59	1	8591
21	60	1	7975
21	61	1	8184
21	62	1	9047
21	63	1	12593
21	64	1	9003
21	65	1	8058
21	66	1	10483
21	67	1	11605
21	68	1	10648
21	69	1	10868
21	70	1	5426
21	71	1	9586
21	72	1	7134
21	73	1	7707
21	74	1	11908
21	75	1	9885
21	76	1	10270
21	77	1	8092
21	78	1	6933
21	79	1	9719
21	80	1	9682
21	81	1	9559
21	82	1	7939
21	83	1	8712
21	84	1	9886
21	85	1	9080
21	86	1	7459
21	87	1	9388
21	88	1	8780
21	89	1	11244
21	90	1	6342
21	91	1	13888
21	92	1	9432
21	93	1	10730
21	94	1	8572
21	95	1	7627
21	96	1	9408
21	97	1	9642
21	98	1	8915
21	99	1	10137
21	100	1	9320
21	101	1	10463
21	102	1	8905
21	103	1	6800
21	104	1	7718
21	105	1	9563
21	106	1	7835
21	107	1	9385
21	108	1	9370
21	109	1	10445
21	110	1	9072
21	111	1	11438
21	112	1	8088
21	113	1	6834
21	114	1	8839
21	115	1	4608
21	116	1	10562
21	117	1	8425
21	118	1	8569
21	119	1	9891
21	120	1	8587
21	121	1	8751
21	122	1	10828
21	123	1	12526
21	124	1	9888
21	125	1	8180
21	126	1	11119
21	127	1	6924
21	128	1	11948
21	129	1	9077
21	130	1	10070
21	131	1	12111
21	132	1	8787
21	133	1	8468
21	134	1	10515
21	135	1	8925
21	136	1	10305
21	137	1	8865
21	138	1	8036
21	139	1	9815
21	140	1	11058
21	141	1	10986
21	142	1	10511
21	143	1	12489
21	144	1	9596
21	145	1	13703
21	146	1	9098
21	147	1	11803
21	148	1	12006
21	149	1	9699
21	150	1	8428
21	151	1	13013
21	152	1	8540
21	153	1	5830
21	154	1	8911
21	155	1	9548
21	156	1	9583
21	157	1	9775
21	159	1	7138
21	160	1	11841
22	43	1	8208
22	45	1	9145
22	47	1	9117
22	49	1	8314
22	50	1	9521
22	51	1	8260
22	52	1	12035
22	53	1	7183
22	54	1	10932
22	55	1	9172
22	56	1	5929
22	57	1	9251
22	58	1	8893
22	59	1	13295
22	60	1	8518
22	61	1	12064
22	62	1	11210
22	63	1	7960
22	64	1	8861
22	65	1	6892
22	66	1	8113
22	67	1	9884
22	68	1	7852
22	69	1	7837
22	70	1	10341
22	71	1	7226
22	72	1	9498
22	73	1	9533
22	74	1	10299
22	75	1	10645
22	76	1	6497
22	77	1	8984
22	78	1	7231
22	79	1	9238
22	80	1	7078
22	81	1	12626
22	82	1	8274
22	83	1	12054
22	84	1	10346
22	85	1	8761
22	86	1	8124
22	87	1	8608
22	88	1	8663
22	89	1	9441
22	90	1	7684
22	91	1	10428
22	92	1	11724
22	93	1	13841
22	94	1	8328
22	95	1	12659
22	96	1	9637
22	97	1	13923
22	98	1	6822
22	99	1	7138
22	100	1	13411
22	101	1	12417
22	102	1	10750
22	103	1	12679
22	104	1	11438
22	105	1	7889
22	106	1	7874
22	107	1	8959
22	108	1	6478
22	109	1	9478
22	110	1	8141
22	111	1	11360
22	112	1	8701
22	113	1	10089
22	114	1	9905
22	115	1	9331
22	116	1	8719
22	117	1	9723
22	118	1	9445
22	119	1	8026
22	120	1	10843
22	121	1	11294
22	122	1	10929
22	123	1	11162
22	124	1	11447
22	125	1	10461
22	126	1	8298
22	127	1	10916
22	128	1	12364
22	129	1	9246
22	130	1	10187
22	131	1	11415
22	132	1	7097
22	133	1	10082
22	134	1	10680
22	135	1	13061
22	136	1	5990
22	137	1	9727
22	138	1	9230
22	139	1	9679
22	140	1	11942
22	141	1	7818
22	142	1	10790
22	143	1	7990
22	144	1	11148
22	145	1	10030
22	146	1	9236
22	147	1	8469
22	148	1	10111
22	149	1	13569
22	150	1	10563
22	151	1	9294
22	152	1	9604
22	153	1	11094
22	154	1	10171
22	155	1	10646
22	156	1	8052
22	157	1	10253
22	158	1	11313
22	159	1	9608
22	160	1	10518
22	163	1	5906
23	40	1	10681
23	42	1	5623
23	45	1	9559
23	46	1	9165
23	47	1	13705
23	48	1	9685
23	49	1	8795
23	50	1	8559
23	51	1	9382
23	52	1	9496
23	53	1	10894
23	54	1	9363
23	55	1	7549
23	56	1	8835
23	57	1	7816
23	58	1	8856
23	59	1	8720
23	60	1	9036
23	61	1	8855
23	62	1	9363
23	63	1	12833
23	64	1	12200
23	65	1	5202
23	66	1	8301
23	67	1	5396
23	68	1	8685
23	69	1	9402
23	70	1	11804
23	71	1	10552
23	72	1	9183
23	73	1	7401
23	74	1	9411
23	75	1	12149
23	76	1	9096
23	77	1	11235
23	78	1	8716
23	79	1	12159
23	80	1	12811
23	81	1	8419
23	82	1	6979
23	83	1	9466
23	84	1	8538
23	85	1	7858
23	86	1	9944
23	87	1	11035
23	88	1	9075
23	89	1	10706
23	90	1	9704
23	91	1	6365
23	92	1	10224
23	93	1	9679
23	94	1	12902
23	95	1	10382
23	96	1	7660
23	97	1	12353
23	98	1	12560
23	99	1	10494
23	100	1	9335
23	101	1	8988
23	102	1	11352
23	103	1	9177
23	104	1	7409
23	105	1	9303
23	106	1	10327
23	107	1	5755
23	108	1	6256
23	109	1	8726
23	110	1	6547
23	111	1	8487
23	112	1	12484
23	113	1	9620
23	114	1	12439
23	115	1	11097
23	116	1	14396
23	117	1	9856
23	118	1	12686
23	119	1	9949
23	120	1	15142
23	121	1	12015
23	122	1	10407
23	123	1	7912
